snapped_at,price,market_cap,total_volume
2021-12-08 00:00:00 UTC,3.014394947038737,80806855.84993711,7760060.55238205
2021-12-09 00:00:00 UTC,3.011259258556532,80672547.73813011,4446394.132166158
2021-12-10 00:00:00 UTC,3.008763527425598,80562327.84774168,1726274.1812771482
2021-12-11 00:00:00 UTC,2.9864407265814936,80028890.86640161,1988178.7247113606
2021-12-12 00:00:00 UTC,3.0000954374308444,80146869.11125967,1403593.991354221
2021-12-13 00:00:00 UTC,3.0114644783604545,80641421.88698533,563957.6826759785
2021-12-14 00:00:00 UTC,3.0094366682436915,80741623.88049813,8746908.93905362
2021-12-15 00:00:00 UTC,3.0211184618140408,77271677.52727407,5197017.5922107985
2021-12-16 00:00:00 UTC,3.010069135402124,77258557.5539749,3621026.8006813037
2021-12-17 00:00:00 UTC,3.016098287515576,78151305.40387188,4266958.604890915
2021-12-18 00:00:00 UTC,3.0133712165843467,78338641.86303625,3202886.1473044325
2021-12-19 00:00:00 UTC,3.0211854139080474,78448619.12229776,1687642.6188587875
2021-12-20 00:00:00 UTC,3.014416894873654,77163095.56472322,2647405.294813507
2021-12-21 00:00:00 UTC,3.0296106911753387,78995655.48731568,1510707.2207641501
2021-12-22 00:00:00 UTC,3.0257803745768346,79023707.00184609,1921901.2034338359
2021-12-23 00:00:00 UTC,3.029327044850708,79977144.10888961,1380244.6576083004
2021-12-24 00:00:00 UTC,3.032141847538736,80217300.94278741,2490251.464386981
2021-12-25 00:00:00 UTC,3.02197224297086,81489719.913787,1648976.9170260548
2021-12-26 00:00:00 UTC,3.021829417799921,81502765.49183437,464933.3735690734
2021-12-27 00:00:00 UTC,3.0192631171575623,82522513.54501459,905893.0062064783
2021-12-28 00:00:00 UTC,3.0220258206833686,83946015.88075335,3707785.98089696
2021-12-29 00:00:00 UTC,3.012953636988769,82020618.86827214,999435.0528564765
2021-12-30 00:00:00 UTC,3.0485826705959447,82570218.6291211,3277124.9116152427
2021-12-31 00:00:00 UTC,3.0428268470097644,84327218.9229832,13329246.607591383
2022-01-01 00:00:00 UTC,3.0356564109337247,85319469.03054233,17307926.846270803
2022-01-02 00:00:00 UTC,3.055564798292521,86736866.24075823,23241211.754904054
2022-01-03 00:00:00 UTC,3.043877673656535,90856664.23797275,8891251.69655745
2022-01-04 00:00:00 UTC,3.0460391075193067,91595407.4877313,4643015.972103261
2022-01-05 00:00:00 UTC,3.0411385520536784,92069172.57576777,3455834.9967762297
2022-01-06 00:00:00 UTC,3.0569848208729598,86782347.73208497,10366017.841698838
2022-01-07 00:00:00 UTC,3.0553371633864836,82192019.5487483,13955001.182655104
2022-01-08 00:00:00 UTC,3.0593907414722015,80865093.0315083,9833754.281962734
2022-01-09 00:00:00 UTC,3.056524759454728,80368103.95216657,5290959.046057753
2022-01-10 00:00:00 UTC,3.0676656424585365,80439122.67532285,2519529.627599243
2022-01-11 00:00:00 UTC,3.0723045682913184,79631847.32622653,5106245.91057235
2022-01-12 00:00:00 UTC,3.0623755209951655,80229985.91438071,8335332.331518522
2022-01-13 00:00:00 UTC,3.069584235895016,81570483.95424958,5433935.450808613
2022-01-14 00:00:00 UTC,3.061809369299785,81586706.56981842,2474175.5735462597
2022-01-15 00:00:00 UTC,3.0582064002392815,81823535.31069835,1862982.8706040333
2022-01-16 00:00:00 UTC,3.0628624032078546,82097206.38500752,910952.4546109231
2022-01-17 00:00:00 UTC,3.0521250014614028,86339924.93950874,6759777.361523398
2022-01-18 00:00:00 UTC,3.060883953153999,85594877.67702775,1710464.9067887045
2022-01-19 00:00:00 UTC,3.0526122581069997,86052922.4007422,1415158.080472975
2022-01-20 00:00:00 UTC,3.042753986394033,86214191.15550798,2964819.6647604336
2022-01-21 00:00:00 UTC,3.052989831710071,86537305.1199706,7473651.616612439
2022-01-22 00:00:00 UTC,3.035518594886649,72387606.97519045,16348213.6444772
2022-01-23 00:00:00 UTC,3.0676142178557018,69291473.72116071,15683732.063257199
2022-01-24 00:00:00 UTC,3.066475981495479,69542599.94665124,3037005.0437984434
2022-01-25 00:00:00 UTC,3.068542537450987,67911930.3119515,6049539.3830767125
2022-01-26 00:00:00 UTC,3.072181788444334,67604534.32406509,3549145.3040703093
2022-01-27 00:00:00 UTC,3.062835041750259,67961308.96459901,1436409.923893792
2022-01-28 00:00:00 UTC,2.9503056744168643,67252796.62690268,2879651.2019310147
2022-01-29 00:00:00 UTC,3.112794025024648,62690914.8017333,11410556.46703639
2022-01-30 00:00:00 UTC,3.1392584004717263,63342471.151373565,701199.108789246
2022-01-31 00:00:00 UTC,3.045892231555625,61679239.75420531,247577.12915913542
2022-02-01 00:00:00 UTC,3.06757665815087,62247235.231298536,567142.649981716
2022-02-02 00:00:00 UTC,3.0610249312851585,63519173.28349159,1965542.8370567916
2022-02-03 00:00:00 UTC,3.0560995649322047,64141008.48490439,3144928.2320530307
2022-02-04 00:00:00 UTC,3.044699068575875,64011698.317697614,9252275.167723259
2022-02-05 00:00:00 UTC,3.017923010459817,66183836.936462045,6414678.363499002
2022-02-06 00:00:00 UTC,3.0352084480571446,70505402.60219336,3710789.817199513
